ID,plug,species,tank,treatment,chim,size,dose,days,disease,surv,area,perc_left,rate,prev
CN116,B1,Cnat,disease1,disease,chimera,large,1,4,0,1,7.03,,,
CN117,B1,Cnat,disease1,disease,chimera,large,1,4,0,1,7.066,,,
CN118,B1,Cnat,disease1,disease,chimera,large,1,4,0,1,7.895,,,
CN119,B1,Cnat,disease1,disease,chimera,large,1,4,0,1,10.144,,,
CN120,B1,Cnat,disease1,disease,solitary,large,1,4,0,1,12.606,,,
CN121,B10,Cnat,disease1,disease,chimera,small,1,4,0,1,0.405,,,
CN122,B10,Cnat,disease1,disease,chimera,small,1,4,0,1,0.523,,,
CN123,B10,Cnat,disease1,disease,solitary,small,1,4,0,1,0.573,,,
CN124,B10,Cnat,disease1,disease,solitary,small,1,4,0,0,0.657,0,15,30
CN125,B11,Cnat,disease1,disease,chimera,small,1,4,0,1,0.28,,,
CN126,B11,Cnat,disease1,disease,chimera,small,1,4,0,1,0.31,,,
CN127,B11,Cnat,disease1,disease,solitary,small,1,4,1,1,0.336,10,45,
CN128,B11,Cnat,disease1,disease,solitary,small,1,4,0,1,0.46,,,
CN129,B11,Cnat,disease1,disease,chimera,small,1,4,0,1,0.594,,,
CN130,B11,Cnat,disease1,disease,chimera,small,1,4,0,1,0.776,,,
CN131,B11,Cnat,disease1,disease,solitary,medium,1,4,0,1,1.316,,,
CN132,B2,Cnat,disease1,disease,chimera,small,1,4,0,1,0.297,,,
CN133,B2,Cnat,disease1,disease,solitary,small,1,4,0,1,0.595,,,
CN134,B2,Cnat,disease1,disease,chimera,small,1,4,1,1,0.813,15,42.5,
CN135,B2,Cnat,disease1,disease,chimera,small,1,4,0,1,0.875,,,
CN136,B2,Cnat,disease1,disease,chimera,small,1,4,0,1,1.078,,,
CN137,B2,Cnat,disease1,disease,chimera,medium,1,4,0,1,1.185,,,
CN138,B2,Cnat,disease1,disease,chimera,small,1,4,0,1,1.207,,,
CN139,B2,Cnat,disease1,disease,chimera,medium,1,4,0,1,1.847,,,
CN140,B2,Cnat,disease1,disease,chimera,medium,1,4,0,1,2.181,,,
CN141,B2,Cnat,disease1,disease,chimera,medium,1,4,0,1,3.222,,,
CN142,B2,Cnat,disease1,disease,chimera,medium,1,4,0,1,3.883,,,
CN143,B2,Cnat,disease1,disease,solitary,medium,1,4,0,1,4.395,,,
CN144,B2,Cnat,disease1,disease,chimera,medium,1,4,0,1,4.615,,,
CN145,B2,Cnat,disease1,disease,chimera,large,1,4,0,1,5.639,,,
CN146,B2,Cnat,disease1,disease,chimera,large,1,4,0,1,5.841,,,
CN147,B2,Cnat,disease1,disease,chimera,large,1,4,0,1,7.149,,,
CN148,B2,Cnat,disease1,disease,solitary,large,1,4,0,1,12.747,,,
CN149,B2,Cnat,disease1,disease,chimera,large,1,4,0,1,15.12,,,
CN150,B3,Cnat,disease1,disease,solitary,small,1,4,0,1,0.529,,,
CN151,B3,Cnat,disease1,disease,solitary,small,1,4,0,1,0.574,,,
CN152,B3,Cnat,disease1,disease,solitary,small,1,4,0,1,0.655,,,
CN153,B3,Cnat,disease1,disease,chimera,small,1,4,0,1,0.708,,,
CN154,B3,Cnat,disease1,disease,chimera,small,1,4,0,1,0.794,,,
CN155,B3,Cnat,disease1,disease,solitary,medium,1,4,0,1,1.452,,,
CN156,B3,Cnat,disease1,disease,chimera,medium,1,4,0,1,2.097,,,
CN157,B3,Cnat,disease1,disease,chimera,medium,1,4,0,1,2.511,,,
CN158,B5,Cnat,disease1,disease,chimera,small,1,4,0,1,0.414,,,
CN159,B5,Cnat,disease1,disease,chimera,small,1,4,0,1,0.501,,,
CN160,B5,Cnat,disease1,disease,solitary,small,1,4,0,0,0.539,0,50,
CN161,B5,Cnat,disease1,disease,solitary,small,1,4,0,1,0.543,,,
CN162,B5,Cnat,disease1,disease,chimera,small,1,4,0,1,0.562,,,
CN163,B5,Cnat,disease1,disease,solitary,small,1,4,0,1,0.653,,,
CN164,B5,Cnat,disease1,disease,chimera,small,1,4,0,1,0.663,,,
CN165,B5,Cnat,disease1,disease,chimera,small,1,4,1,1,0.686,80,10,
CN166,B5,Cnat,disease1,disease,chimera,small,1,4,0,1,0.7,,,
CN167,B5,Cnat,disease1,disease,chimera,small,1,4,0,1,0.863,,,
CN168,B5,Cnat,disease1,disease,chimera,small,1,4,1,1,0.87,45,27.5,
CN169,B5,Cnat,disease1,disease,chimera,small,1,4,0,1,0.931,,,
CN170,B5,Cnat,disease1,disease,solitary,medium,1,4,0,1,1.384,,,
CN171,B6,Cnat,disease1,disease,solitary,small,1,4,0,1,0.743,,,
CN172,B6,Cnat,disease1,disease,solitary,small,1,4,0,0,0.917,0,50,
CN173,B6,Cnat,disease1,disease,solitary,medium,1,4,0,1,1.239,,,
CN174,B7,Cnat,disease1,disease,solitary,small,1,4,0,0,0.632,0,,0
CN175,B7,Cnat,disease1,disease,solitary,small,1,4,0,1,0.793,,,
CN176,B7,Cnat,disease1,disease,solitary,small,1,4,0,0,0.856,0,,0
CN177,B8,Cnat,disease1,disease,solitary,small,1,4,1,1,0.473,90,5,
CN178,B8,Cnat,disease1,disease,chimera,small,1,4,1,1,0.516,95,2.5,
CN179,B8,Cnat,disease1,disease,chimera,small,1,4,0,1,0.588,,,
CN180,B8,Cnat,disease1,disease,chimera,small,1,4,0,1,0.608,,,
CN181,B8,Cnat,disease1,disease,chimera,small,1,4,1,1,0.696,85,7.5,
CN182,B8,Cnat,disease1,disease,chimera,small,1,4,0,1,0.872,,,
CN183,B8,Cnat,disease1,disease,solitary,medium,1,4,0,1,1.073,,,
CN184,B8,Cnat,disease1,disease,chimera,medium,1,4,0,1,1.234,,,
CN185,B8,Cnat,disease1,disease,solitary,medium,1,4,0,1,1.251,,,
CN186,B8,Cnat,disease1,disease,chimera,medium,1,4,0,1,1.295,,,
CN187,B8,Cnat,disease1,disease,solitary,medium,1,4,0,1,1.301,,,
CN188,B8,Cnat,disease1,disease,chimera,medium,1,4,0,1,1.453,,,
CN189,B8,Cnat,disease1,disease,chimera,medium,1,4,0,1,1.491,,,
CN190,B8,Cnat,disease1,disease,chimera,medium,1,4,0,1,1.64,,,
CN191,B8,Cnat,disease1,disease,chimera,medium,1,4,0,1,1.801,,,
CN192,B8,Cnat,disease1,disease,chimera,medium,1,4,0,1,1.874,,,
CN193,B8,Cnat,disease1,disease,chimera,medium,1,4,0,1,4.897,,,
CN194,B9,Cnat,disease1,disease,solitary,small,1,4,1,1,0.21,25,37.5,
CN195,B9,Cnat,disease1,disease,solitary,small,1,4,0,1,0.239,,,
CN196,B9,Cnat,disease1,disease,chimera,small,1,4,0,1,0.292,,,
CN197,B9,Cnat,disease1,disease,chimera,small,1,4,0,1,0.344,,,
CN198,B9,Cnat,disease1,disease,chimera,small,1,4,0,1,0.37,,,
CN199,B9,Cnat,disease1,disease,solitary,small,1,4,0,0,0.379,0,42.5,85
CN200,B9,Cnat,disease1,disease,chimera,small,1,4,1,1,0.394,60,20,
CN201,B9,Cnat,disease1,disease,chimera,small,1,4,0,1,0.446,,,
CN202,B9,Cnat,disease1,disease,chimera,small,1,4,0,1,0.472,,,
CN203,B9,Cnat,disease1,disease,solitary,small,1,4,0,1,0.473,,,
CN204,B9,Cnat,disease1,disease,solitary,small,1,4,0,1,0.476,,,
CN205,B9,Cnat,disease1,disease,chimera,small,1,4,0,1,0.5,,,
CN206,B9,Cnat,disease1,disease,chimera,small,1,4,0,0,0.529,0,7.5,15
CN207,B9,Cnat,disease1,disease,chimera,small,1,4,0,1,0.625,,,
CN208,B9,Cnat,disease1,disease,chimera,small,1,4,0,1,0.721,,,
CN209,B9,Cnat,disease1,disease,solitary,small,1,4,0,0,0.728,0,50,
CN210,B9,Cnat,disease1,disease,solitary,small,1,4,0,0,0.752,0,50,
CN211,B9,Cnat,disease1,disease,solitary,small,1,4,0,1,0.955,,,
CN212,C1,Cnat,disease2,disease,solitary,medium,1,4,0,1,1.709,,,
CN213,C1,Cnat,disease2,disease,chimera,small,1,4,0,1,0.572,,,
CN214,C1,Cnat,disease2,disease,solitary,small,1,4,0,1,0.648,,,
CN215,C1,Cnat,disease2,disease,solitary,small,1,4,0,0,0.796,0,50,
CN216,C1,Cnat,disease2,disease,chimera,small,1,4,0,1,0.884,,,
CN217,C1,Cnat,disease2,disease,chimera,small,1,4,0,1,0.905,,,
CN218,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,1.143,,,
CN219,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,1.394,,,
CN220,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,1.592,,,
CN221,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,1.682,,,
CN222,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.113,,,
CN223,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.147,,,
CN224,C1,Cnat,disease2,disease,solitary,medium,1,4,0,1,2.161,,,
CN225,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.277,,,
CN226,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.374,,,
CN227,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.66,,,
CN228,C1,Cnat,disease2,disease,solitary,medium,1,4,0,0,2.703,0,32.5,65
CN229,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.803,,,
CN230,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.811,,,
CN231,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.85,,,
CN232,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.85,,,
CN233,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.98,,,
CN234,C1,Cnat,disease2,disease,chimera,large,1,4,0,1,5.004,,,
CN235,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,3.065,,,
CN236,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,3.093,,,
CN237,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,3.15,,,
CN238,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,3.47,,,
CN239,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,3.644,,,
CN240,C1,Cnat,disease2,disease,chimera,medium,1,4,0,1,3.669,,,
CN241,C1,Cnat,disease2,disease,solitary,medium,1,4,0,1,4.32,,,
CN242,C1,Cnat,disease2,disease,chimera,large,1,4,0,1,6.345,,,
CN243,C1,Cnat,disease2,disease,chimera,large,1,4,0,1,5.113,,,
CN244,C1,Cnat,disease2,disease,solitary,large,1,4,0,1,5.345,,,
CN245,C1,Cnat,disease2,disease,solitary,large,1,4,0,1,5.631,,,
CN246,C1,Cnat,disease2,disease,chimera,large,1,4,0,1,6.042,,,
CN247,C1,Cnat,disease2,disease,chimera,large,1,4,0,1,6.301,,,
CN248,C1,Cnat,disease2,disease,chimera,large,1,4,0,1,6.981,,,
CN249,C1,Cnat,disease2,disease,chimera,large,1,4,0,1,7.112,,,
CN250,C1,Cnat,disease2,disease,solitary,small,1,4,0,1,0.918,,,
CN251,C10,Cnat,disease2,disease,solitary,small,1,4,0,1,0.386,,,
CN252,C2,Cnat,disease2,disease,solitary,small,1,4,0,1,0.89,,,
CN253,C2,Cnat,disease2,disease,solitary,medium,1,4,0,1,1.088,,,
CN254,C2,Cnat,disease2,disease,solitary,medium,1,4,0,1,2.608,,,
CN255,C2,Cnat,disease2,disease,solitary,medium,1,4,0,1,2.738,,,
CN256,C2,Cnat,disease2,disease,solitary,large,1,4,0,1,5.473,,,
CN257,C3,Cnat,disease2,disease,solitary,small,1,4,0,1,0.295,,,
CN258,C3,Cnat,disease2,disease,solitary,small,1,4,0,1,0.331,,,
CN259,C3,Cnat,disease2,disease,solitary,small,1,4,0,0,0.343,0,50,
CN260,C3,Cnat,disease2,disease,solitary,small,1,4,0,1,0.417,,,
CN261,C3,Cnat,disease2,disease,solitary,small,1,4,0,0,0.553,0,27.5,55
CN262,C3,Cnat,disease2,disease,solitary,small,1,4,0,0,0.584,,,
CN263,C3,Cnat,disease2,disease,chimera,small,1,4,0,1,0.598,,,
CN264,C3,Cnat,disease2,disease,solitary,small,1,4,0,1,0.665,,,
CN265,C3,Cnat,disease2,disease,chimera,small,1,4,0,1,0.678,,,
CN266,C3,Cnat,disease2,disease,solitary,small,1,4,0,0,0.722,0,50,
CN267,C3,Cnat,disease2,disease,chimera,small,1,4,0,1,0.871,,,
CN268,C3,Cnat,disease2,disease,chimera,small,1,4,0,1,0.92,,,
CN269,C3,Cnat,disease2,disease,solitary,small,1,4,0,1,0.966,,,
CN270,C3,Cnat,disease2,disease,solitary,medium,1,4,0,1,1.108,,,
CN271,C3,Cnat,disease2,disease,solitary,medium,1,4,0,1,1.267,,,
CN272,C3,Cnat,disease2,disease,solitary,medium,1,4,0,1,1.547,,,
CN273,C3,Cnat,disease2,disease,solitary,medium,1,4,0,1,1.564,,,
CN274,C3,Cnat,disease2,disease,chimera,medium,1,4,0,1,1.689,,,
CN275,C3,Cnat,disease2,disease,chimera,medium,1,4,0,1,1.839,,,
CN276,C3,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.086,,,
CN277,C3,Cnat,disease2,disease,chimera,medium,1,4,0,1,2.583,,,
CN278,C4,Cnat,disease2,disease,solitary,small,1,4,0,1,0.95,,,
CN279,C5,Cnat,disease2,disease,solitary,large,1,4,0,1,9.611,,,
CN280,C6,Cnat,disease2,disease,chimera,small,1,4,0,1,0.266,,,
CN281,C6,Cnat,disease2,disease,solitary,small,1,4,0,1,0.437,,,
CN282,C6,Cnat,disease2,disease,solitary,small,1,4,0,0,0.468,0,50,
CN283,C6,Cnat,disease2,disease,chimera,small,1,4,0,1,0.481,,,
CN284,C6,Cnat,disease2,disease,chimera,small,1,4,1,1,0.536,20,40,
CN285,C6,Cnat,disease2,disease,chimera,small,1,4,1,1,0.552,65,17.5,
CN286,C6,Cnat,disease2,disease,chimera,small,1,4,0,1,0.602,,,
CN287,C6,Cnat,disease2,disease,solitary,small,1,4,1,1,0.659,50,25,
CN288,C6,Cnat,disease2,disease,solitary,small,1,4,0,1,0.872,,,
CN289,C6,Cnat,disease2,disease,solitary,small,1,4,0,1,0.878,,,
CN290,C6,Cnat,disease2,disease,chimera,medium,1,4,0,1,1.807,,,
CN291,C7,Cnat,disease2,disease,solitary,small,1,4,0,1,0.497,,,
CN292,C7,Cnat,disease2,disease,solitary,small,1,4,0,1,0.586,,,
CN293,C8,Cnat,disease2,disease,solitary,small,1,4,0,0,0.271,0,35,70
CN294,C8,Cnat,disease2,disease,chimera,small,1,4,0,1,0.293,,,
CN295,C8,Cnat,disease2,disease,chimera,small,1,4,0,1,0.405,,,
CN296,C8,Cnat,disease2,disease,chimera,small,1,4,0,1,0.438,,,
CN297,C8,Cnat,disease2,disease,chimera,small,1,4,0,1,0.441,,,
CN298,C8,Cnat,disease2,disease,chimera,small,1,4,0,1,0.489,,,
CN299,C8,Cnat,disease2,disease,chimera,small,1,4,0,1,0.571,,,
CN300,C8,Cnat,disease2,disease,chimera,small,1,4,0,1,0.6,,,
CN301,C8,Cnat,disease2,disease,chimera,small,1,4,0,1,0.678,,,
CN302,C8,Cnat,disease2,disease,solitary,small,1,4,0,1,0.775,,,
CN303,C8,Cnat,disease2,disease,solitary,small,1,4,0,0,0.978,0,,0
CN304,C8,Cnat,disease2,disease,chimera,small,1,4,0,1,0.981,,,
CN305,C8,Cnat,disease2,disease,solitary,small,1,4,0,1,0.988,,,
CN306,C8,Cnat,disease2,disease,solitary,medium,1,4,0,1,1.078,,,
CN307,C8,Cnat,disease2,disease,solitary,medium,1,4,0,1,1.148,,,
CN308,C8,Cnat,disease2,disease,chimera,medium,1,4,0,1,1.217,,,
CN309,C8,Cnat,disease2,disease,chimera,medium,1,4,0,1,1.266,,,
CN310,C9,Cnat,disease2,disease,chimera,small,1,4,0,1,0.26,,,
CN311,C9,Cnat,disease2,disease,chimera,small,1,4,1,1,0.221,10,45,
CN312,C9,Cnat,disease2,disease,solitary,small,1,4,1,1,0.274,30,35,
CN313,C9,Cnat,disease2,disease,chimera,small,1,4,0,1,0.276,,,
CN314,C9,Cnat,disease2,disease,chimera,small,1,4,0,1,0.28,,,
CN315,C9,Cnat,disease2,disease,chimera,small,1,4,0,1,0.305,,,
CN316,C9,Cnat,disease2,disease,chimera,small,1,4,0,1,0.318,,,
CN317,C9,Cnat,disease2,disease,solitary,small,1,4,0,1,0.377,,,
CN318,C9,Cnat,disease2,disease,chimera,small,1,4,0,1,0.377,,,
CN319,C9,Cnat,disease2,disease,chimera,small,1,4,0,1,0.38,,,
CN320,C9,Cnat,disease2,disease,chimera,small,1,4,0,0,0.41,0,45,90
CN321,C9,Cnat,disease2,disease,solitary,small,1,4,0,1,0.425,,,
CN322,C9,Cnat,disease2,disease,chimera,small,1,4,0,1,0.455,,,
CN323,C9,Cnat,disease2,disease,chimera,small,1,4,0,1,0.471,,,
CN324,C9,Cnat,disease2,disease,chimera,small,1,4,1,1,0.473,35,32.5,
CN325,C9,Cnat,disease2,disease,solitary,small,1,4,1,1,0.49,80,10,
CN326,C9,Cnat,disease2,disease,solitary,small,1,4,0,0,0.503,0,50,
CN327,C9,Cnat,disease2,disease,chimera,small,1,4,0,1,0.503,,,
CN328,C9,Cnat,disease2,disease,solitary,small,1,4,0,1,0.529,,,
CN329,C9,Cnat,disease2,disease,chimera,small,1,4,0,1,0.584,,,
CN330,C9,Cnat,disease2,disease,solitary,small,1,4,0,1,0.661,,,
CN331,C9,Cnat,disease2,disease,solitary,small,1,4,0,1,0.705,,,
CN332,C9,Cnat,disease2,disease,solitary,small,1,4,0,1,0.772,,,
CN333,C9,Cnat,disease2,disease,solitary,small,1,4,0,0,0.794,0,5,10
CN334,C9,Cnat,disease2,disease,solitary,small,1,4,0,1,0.857,,,
CN335,C9,Cnat,disease2,disease,solitary,small,1,4,0,1,0.881,,,
CN336,C9,Cnat,disease2,disease,solitary,small,1,4,0,0,0.893,0,50,
CN337,C9,Cnat,disease2,disease,solitary,small,1,4,0,1,0.912,,,
CN338,C9,Cnat,disease2,disease,chimera,medium,1,4,0,1,1.099,,,
CN339,C9,Cnat,disease2,disease,solitary,medium,1,4,0,1,1.168,,,
CN340,C9,Cnat,disease2,disease,solitary,medium,1,4,0,1,1.219,,,
CN341,C9,Cnat,disease2,disease,chimera,medium,1,4,0,1,1.443,,,
CN342,D1,Cnat,disease3,disease,chimera,small,1,4,0,1,0.486,,,
CN343,D1,Cnat,disease3,disease,chimera,small,1,4,0,0,0.508,0,,0
CN344,D1,Cnat,disease3,disease,chimera,small,1,4,0,1,0.514,,,
CN345,D1,Cnat,disease3,disease,chimera,small,1,4,0,0,0.591,0,,0
CN346,D1,Cnat,disease3,disease,chimera,small,1,4,0,1,0.602,,,
CN347,D1,Cnat,disease3,disease,solitary,small,1,4,0,1,0.998,,,
CN348,D1,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.195,,,
CN349,D1,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.724,,,
CN350,D1,Cnat,disease3,disease,solitary,medium,1,4,0,1,3.485,,,
CN351,D1,Cnat,disease3,disease,chimera,medium,1,4,0,1,3.806,,,
CN352,D1,Cnat,disease3,disease,solitary,large,1,4,0,1,5.104,,,
CN353,D10,Cnat,disease3,disease,solitary,medium,1,4,0,1,1.872,,,
CN354,D2,Cnat,disease3,disease,solitary,small,1,4,0,0,0.348,0,50,
CN355,D2,Cnat,disease3,disease,solitary,small,1,4,0,0,0.527,0,12.5,25
CN356,D2,Cnat,disease3,disease,solitary,small,1,4,0,0,0.601,0,50,
CN357,D2,Cnat,disease3,disease,chimera,small,1,4,0,1,0.61,,,
CN358,D2,Cnat,disease3,disease,solitary,small,1,4,0,1,0.718,,,
CN359,D2,Cnat,disease3,disease,chimera,small,1,4,1,1,0.915,40,30,
CN360,D2,Cnat,disease3,disease,chimera,small,1,4,0,1,1.043,,,
CN361,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.155,,,
CN362,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.19,,,
CN363,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.25,,,
CN364,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.334,,,
CN365,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.422,,,
CN366,D2,Cnat,disease3,disease,solitary,medium,1,4,0,1,1.613,,,
CN367,D2,Cnat,disease3,disease,solitary,medium,1,4,0,1,1.616,,,
CN368,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.67,,,
CN369,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.862,,,
CN370,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.964,,,
CN371,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.991,,,
CN372,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,2.079,,,
CN373,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,2.124,,,
CN374,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,2.236,,,
CN375,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,2.474,,,
CN376,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,2.569,,,
CN377,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,2.758,,,
CN378,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,3.222,,,
CN379,D2,Cnat,disease3,disease,solitary,medium,1,4,0,1,3.355,,,
CN380,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,3.363,,,
CN381,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,3.454,,,
CN382,D2,Cnat,disease3,disease,solitary,medium,1,4,0,1,3.989,,,
CN383,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,4.878,,,
CN384,D2,Cnat,disease3,disease,chimera,medium,1,4,0,1,5.023,,,
CN385,D2,Cnat,disease3,disease,chimera,large,1,4,0,1,5.711,,,
CN386,D2,Cnat,disease3,disease,chimera,large,1,4,0,1,6.232,,,
CN387,D2,Cnat,disease3,disease,solitary,large,1,4,0,1,6.714,,,
CN388,D2,Cnat,disease3,disease,chimera,large,1,4,0,1,7.014,,,
CN389,D2,Cnat,disease3,disease,chimera,large,1,4,0,1,8.414,,,
CN390,D2,Cnat,disease3,disease,chimera,large,1,4,0,1,8.686,,,
CN391,D3,Cnat,disease3,disease,chimera,small,1,4,0,1,0.425,,,
CN392,D3,Cnat,disease3,disease,chimera,small,1,4,0,1,0.52,,,
CN393,D3,Cnat,disease3,disease,chimera,small,1,4,0,0,0.696,0,,0
CN394,D3,Cnat,disease3,disease,chimera,small,1,4,0,1,0.775,,,
CN395,D3,Cnat,disease3,disease,chimera,small,1,4,0,1,0.808,,,
CN396,D3,Cnat,disease3,disease,chimera,medium,1,4,0,1,0.867,,,
CN397,D3,Cnat,disease3,disease,chimera,small,1,4,0,0,0.875,0,,0
CN398,D3,Cnat,disease3,disease,solitary,small,1,4,0,0,0.882,0,,0
CN399,D3,Cnat,disease3,disease,chimera,small,1,4,0,1,0.904,,,
CN400,D3,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.151,,,
CN401,D3,Cnat,disease3,disease,solitary,medium,1,4,0,1,1.445,,,
CN402,D3,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.652,,,
CN403,D3,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.679,,,
CN404,D3,Cnat,disease3,disease,chimera,medium,1,4,0,1,2.342,,,
CN405,D3,Cnat,disease3,disease,chimera,medium,1,4,0,1,2.606,,,
CN406,D3,Cnat,disease3,disease,chimera,medium,1,4,0,1,2.637,,,
CN407,D3,Cnat,disease3,disease,chimera,large,1,4,0,1,7.86,,,
CN408,D3,Cnat,disease3,disease,chimera,medium,1,4,0,1,3.45,,,
CN409,D3,Cnat,disease3,disease,solitary,large,1,4,0,1,5.033,,,
CN410,D3,Cnat,disease3,disease,chimera,large,1,4,0,1,5.794,,,
CN411,D3,Cnat,disease3,disease,chimera,large,1,4,0,1,6.955,,,
CN412,D3,Cnat,disease3,disease,chimera,large,1,4,0,1,6.992,,,
CN413,D3,Cnat,disease3,disease,chimera,large,1,4,0,1,8.575,,,
CN414,D4,Cnat,disease3,disease,solitary,medium,1,4,0,1,3.307,,,
CN415,D5,Cnat,disease3,disease,solitary,small,1,4,0,1,0.298,,,
CN416,D5,Cnat,disease3,disease,solitary,small,1,4,0,1,0.321,,,
CN417,D5,Cnat,disease3,disease,chimera,small,1,4,0,1,0.348,,,
CN418,D5,Cnat,disease3,disease,chimera,small,1,4,0,1,0.444,,,
CN419,D5,Cnat,disease3,disease,solitary,small,1,4,0,0,0.462,0,22.5,45
CN420,D5,Cnat,disease3,disease,solitary,small,1,4,0,0,0.468,0,7.5,15
CN421,D5,Cnat,disease3,disease,solitary,small,1,4,0,1,0.483,,,
CN422,D5,Cnat,disease3,disease,chimera,small,1,4,0,1,0.484,,,
CN423,D5,Cnat,disease3,disease,chimera,small,1,4,0,1,0.53,,,
CN424,D5,Cnat,disease3,disease,solitary,small,1,4,0,1,0.543,,,
CN425,D5,Cnat,disease3,disease,solitary,small,1,4,0,1,0.564,,,
CN426,D5,Cnat,disease3,disease,solitary,small,1,4,0,0,0.6,0,50,
CN427,D5,Cnat,disease3,disease,chimera,small,1,4,0,1,0.684,,,
CN428,D5,Cnat,disease3,disease,solitary,small,1,4,0,1,0.686,,,
CN429,D5,Cnat,disease3,disease,solitary,small,1,4,1,1,0.699,95,2.5,
CN430,D5,Cnat,disease3,disease,chimera,small,1,4,0,1,0.715,,,
CN431,D5,Cnat,disease3,disease,solitary,small,1,4,0,1,0.862,,,
CN432,D5,Cnat,disease3,disease,solitary,small,1,4,0,0,0.901,0,50,
CN433,D5,Cnat,disease3,disease,solitary,small,1,4,0,0,0.901,0,25,50
CN434,D5,Cnat,disease3,disease,solitary,small,1,4,0,1,0.922,,,
CN435,D5,Cnat,disease3,disease,solitary,small,1,4,0,1,0.96,,,
CN436,D5,Cnat,disease3,disease,chimera,small,1,4,0,1,0.967,,,
CN437,D5,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.024,,,
CN438,D5,Cnat,disease3,disease,solitary,medium,1,4,1,1,1.175,20,40,
CN439,D5,Cnat,disease3,disease,chimera,medium,1,4,0,1,1.254,,,
CN440,D6,Cnat,disease3,disease,chimera,small,1,4,0,1,0.8,,,
CN441,D6,Cnat,disease3,disease,chimera,small,1,4,0,1,0.998,,,
CN442,D6,Cnat,disease3,disease,chimera,small,1,4,0,1,1.858,,,
CN443,D6,Cnat,disease3,disease,solitary,medium,1,4,0,1,2.679,,,
CN444,D6,Cnat,disease3,disease,chimera,medium,1,4,0,1,3.989,,,
CN445,D6,Cnat,disease3,disease,chimera,medium,1,4,0,1,4.129,,,
CN446,D7,Cnat,disease3,disease,chimera,small,1,4,0,1,0.698,,,
CN447,D7,Cnat,disease3,disease,solitary,medium,1,4,0,1,2.693,,,
CN448,D7,Cnat,disease3,disease,chimera,medium,1,4,0,1,6.047,,,
CN449,D8,Cnat,disease3,disease,solitary,small,1,4,0,0,0.763,0,50,
CN450,D8,Cnat,disease3,disease,solitary,small,1,4,0,0,0.973,0,50,
CN451,D8,Cnat,disease3,disease,solitary,medium,1,4,0,1,2.806,,,
CN452,D9,Cnat,disease3,disease,solitary,small,1,4,0,1,0.556,,,
CN453,D9,Cnat,disease3,disease,solitary,small,1,4,0,1,0.779,,,
DL1,A11,Dlab,control,control,solitary,large,1,4,0,1,117.793,,,
DL2,A12,Dlab,control,control,chimera,large,1,4,0,1,79.051,,,
DL3,A12,Dlab,control,control,chimera,large,1,4,0,1,123.731,,,
DL4,A13,Dlab,control,control,solitary,medium,1,4,0,1,26.579,,,
